customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,operator,region_uf,plan_speed_mbps,avg_download_speed_mbps,avg_latency_ms,packet_loss_pct_30d,fiber_outages_count_90d,modem_reboots_count_30d,technical_visit_count_12m,nps_score,csat_score,whatsapp_sentiment_score,crm_tickets_opened_60d,anatel_complaint_flag,billing_disputes_count_12m,auto_debit_failures_count,price_increase_pct_last_cycle,pix_payment_enabled,b2b_cnpj_flag
CLARO-00201-548,Female,0,No,No,28,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,98.47,2775.47,No,Claro,MG,50,49.0,34.0,0.16,0,0,0,10,4.3,0.47,0,0,0,0,1.3,1,0
TIM-00202-469,Male,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),144.87,295.13,No,TIM,PE,1000,1004.5,22.1,0.51,0,0,0,7,4.9,0.3,0,0,0,0,14.6,1,0
TIM-00203-817,Female,0,Yes,Yes,4,No,No phone service,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),67.56,267.17,No,TIM,PR,50,42.9,17.9,0.4,0,0,0,9,4.0,0.84,0,0,0,0,2.4,1,0
TIM-00204-706,Female,0,No,No,64,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),110.27,7068.75,Yes,TIM,MG,300,134.0,316.4,29.75,5,12,2,2,1.4,-0.58,6,0,3,1,12.3,1,0
VIVO-00205-828,Female,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),156.84,4087.03,No,Vivo,RJ,1000,875.4,36.7,0.22,2,1,0,9,4.8,0.28,0,0,0,0,14.3,1,0
CLARO-00206-223,Female,0,Yes,Yes,1,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,146.0,140.06,Yes,Claro,RS,1000,858.9,28.4,0.13,0,0,0,8,4.2,0.45,1,0,0,0,11.4,1,0
VIVO-00207-845,Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),108.38,207.75,No,Vivo,SP,300,266.5,15.7,0.69,0,1,0,7,4.5,0.32,0,0,0,0,0.3,0,0
VIVO-00208-822,Female,1,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,47.71,1427.73,Yes,Vivo,SC,0,0.0,23.5,0.15,0,2,0,8,4.0,0.7,0,0,0,1,0.4,1,0
CLARO-00209-427,Male,0,Yes,Yes,1,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,129.5,128.79,No,Claro,SC,50,52.1,38.6,0.36,0,1,0,9,4.7,0.4,0,0,0,0,5.6,0,0
TIM-00210-650,Female,0,No,No,4,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),113.59,451.06,No,TIM,SP,50,48.1,13.4,0.9,0,0,0,7,4.0,0.56,0,0,0,0,10.2,1,0
VIVO-00211-870,Female,0,No,No,22,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),143.96,3088.12,Yes,Vivo,PR,500,432.8,35.6,0.8,0,0,0,9,4.6,0.43,1,0,0,0,10.5,1,0
CLARO-00212-297,Female,1,No,No,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),147.48,4525.49,Yes,Claro,PE,700,210.1,133.3,15.49,6,6,2,4,2.0,-0.62,3,1,1,3,10.9,1,0
TIM-00213-123,Female,0,No,No,29,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),111.54,3089.78,No,TIM,SP,100,85.1,24.6,0.57,0,0,0,9,3.8,0.68,1,0,0,0,4.7,1,0
VIVO-00214-591,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,166.33,1155.87,Yes,Vivo,SP,500,84.1,231.6,10.31,6,4,4,2,2.3,-0.57,3,1,2,1,8.4,1,0
CLARO-00215-198,Female,0,No,No,34,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),148.36,4902.08,Yes,Claro,SC,50,15.1,299.9,11.4,4,9,4,3,2.1,-0.71,3,1,1,2,4.7,0,0
TIM-00216-250,Female,0,Yes,Yes,7,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),146.32,973.29,Yes,TIM,SP,300,312.8,21.9,0.72,0,1,0,7,4.3,0.71,0,0,0,0,9.4,1,0
TIM-00217-934,Female,0,Yes,Yes,11,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,155.93,1735.73,No,TIM,SP,300,269.8,17.2,1.02,0,0,0,8,3.9,0.74,0,0,0,0,6.8,1,0
VIVO-00218-275,Female,0,Yes,Yes,38,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,141.69,5178.11,No,Vivo,DF,700,612.7,30.9,0.37,0,0,0,8,4.7,0.71,0,0,0,0,11.3,1,0
CLARO-00219-283,Female,0,No,No,29,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,115.07,3248.75,No,Claro,RJ,1000,900.9,16.7,1.02,0,0,0,8,4.4,0.35,0,0,0,0,5.5,1,0
VIVO-00220-125,Male,0,Yes,Yes,52,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,173.8,9105.94,No,Vivo,RJ,300,297.3,32.5,0.37,1,2,1,9,4.7,0.79,0,0,0,0,6.1,1,0
CLARO-00221-583,Male,0,Yes,No,30,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,118.11,3466.18,No,Claro,MG,100,87.6,23.2,0.71,0,2,0,10,4.8,0.42,0,0,0,0,4.9,1,0
TIM-00222-242,Male,0,No,No,23,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,132.4,3033.54,Yes,TIM,SP,100,85.6,15.1,0.69,0,1,0,7,3.9,0.83,0,0,0,0,7.8,1,0
TIM-00223-520,Female,1,Yes,Yes,2,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,111.78,212.99,Yes,TIM,RS,50,47.0,18.1,1.19,0,1,0,7,4.2,0.57,0,0,0,0,13.8,1,0
TIM-00224-911,Female,0,No,No,12,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),124.46,1429.84,No,TIM,SP,100,99.0,20.8,1.1,0,1,0,8,5.0,0.56,1,0,0,0,6.8,1,0
CLARO-00225-573,Male,1,No,No,8,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,115.01,917.32,Yes,Claro,SP,100,90.6,25.1,0.59,0,0,0,9,4.0,0.28,0,0,0,0,6.6,1,0
CLARO-00226-791,Male,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,167.49,1122.65,Yes,Claro,MG,700,145.4,317.8,17.1,3,5,2,0,2.2,-0.49,3,0,1,1,9.4,0,0
CLARO-00227-538,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),183.83,13216.71,No,Claro,RS,500,510.0,28.1,1.19,0,0,1,9,5.0,0.65,0,0,0,0,13.3,1,0
TIM-00228-593,Male,0,No,No,13,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Electronic check,133.86,1745.81,No,TIM,GO,300,257.3,16.6,0.29,0,2,0,5,4.7,0.41,0,0,0,0,9.7,1,0
VIVO-00229-967,Female,0,Yes,Yes,62,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,103.33,6195.97,No,Vivo,SP,50,48.4,18.1,0.16,0,1,1,7,3.9,0.67,0,0,0,0,4.3,1,0
CLARO-00230-378,Female,1,No,No,27,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),154.93,4029.48,Yes,Claro,MG,1000,942.7,33.8,0.35,0,0,0,9,3.9,0.29,0,0,0,0,10.9,1,0
TIM-00231-504,Female,0,Yes,No,44,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),130.57,5641.0,No,TIM,SP,500,449.2,39.8,0.9,0,0,0,9,4.6,0.65,0,0,0,0,9.0,0,0
TIM-00232-112,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,46.37,842.46,No,TIM,BA,0,0.0,19.6,0.4,1,2,0,8,4.2,0.47,1,0,0,0,5.2,1,0
TIM-00233-866,Female,0,Yes,Yes,24,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),154.21,3559.03,No,TIM,RJ,1000,886.5,17.6,0.12,1,1,0,5,4.3,0.61,0,0,0,0,4.2,1,0
CLARO-00234-589,Female,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),48.0,870.2,No,Claro,RS,0,0.0,41.6,0.93,0,2,0,8,4.3,0.44,1,0,0,2,9.2,0,0
TIM-00235-925,Male,1,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,138.64,813.55,No,TIM,SP,300,303.8,41.6,1.15,0,0,0,7,4.8,0.41,0,0,0,0,6.4,0,0
TIM-00236-774,Male,0,Yes,Yes,35,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,104.42,3668.01,Yes,TIM,SP,50,50.0,19.2,0.29,0,1,0,8,4.7,0.3,1,0,0,0,7.1,0,0
VIVO-00237-239,Female,1,No,No,9,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),94.72,844.28,Yes,Vivo,SP,50,43.4,15.5,0.15,0,1,1,9,3.9,0.44,1,0,0,0,8.0,0,0
TIM-00238-427,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),117.97,116.16,No,TIM,RJ,300,290.9,36.0,0.86,0,0,1,7,5.0,0.66,0,0,0,0,14.7,1,0
TIM-00239-315,Male,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),58.17,1703.69,No,TIM,SP,0,0.0,22.1,0.83,0,2,0,8,4.4,0.38,0,0,0,0,11.3,1,0
TIM-00240-970,Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),135.76,664.06,Yes,TIM,SP,500,522.4,39.8,0.16,1,0,0,6,4.6,0.59,1,0,0,0,7.3,1,0
TIM-00241-768,Female,0,No,No,72,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),136.6,9387.16,Yes,TIM,BA,100,35.8,317.3,20.95,7,5,2,3,1.7,-0.6,5,1,1,1,6.1,0,0
CLARO-00242-937,Female,1,No,No,72,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,No,Electronic check,114.67,7843.48,No,Claro,SC,50,51.0,16.8,0.7,0,0,1,8,4.2,0.55,0,0,0,0,7.8,0,0
CLARO-00243-555,Male,0,No,No,68,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,138.06,9536.54,No,Claro,SP,500,467.2,20.3,0.89,0,0,0,9,4.0,0.5,1,0,0,0,9.4,1,0
CLARO-00244-761,Male,0,No,No,12,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),150.7,1733.61,Yes,Claro,PE,100,23.2,186.2,17.0,3,7,3,0,1.1,-0.41,3,1,1,3,12.3,1,0
CLARO-00245-817,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,135.51,133.08,No,Claro,RJ,700,674.5,31.7,0.21,0,0,1,9,4.2,0.71,0,0,0,0,7.0,1,0
TIM-00246-633,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),197.21,13832.13,No,TIM,RS,300,57.3,252.2,33.18,6,11,1,3,1.0,-0.85,2,0,3,3,10.3,1,0
CLARO-00247-272,Male,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,139.76,2035.36,Yes,Claro,SP,300,128.6,192.7,32.92,7,12,1,3,2.3,-0.48,2,1,3,3,2.8,1,0
VIVO-00248-603,Male,1,No,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,170.41,11793.73,Yes,Vivo,RJ,700,645.3,22.6,0.55,0,1,0,7,3.8,0.46,0,0,0,0,10.0,1,0
CLARO-00249-663,Female,0,No,No,72,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,189.69,13084.76,No,Claro,PR,1000,946.0,29.9,0.06,0,0,0,8,4.5,0.67,0,0,0,0,10.0,1,0
CLARO-00250-901,Male,0,No,No,53,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,113.18,6094.58,Yes,Claro,SP,50,22.2,220.2,26.9,6,7,3,3,1.7,-0.67,2,1,2,1,2.7,1,0
CLARO-00251-429,Male,0,Yes,No,9,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),150.93,1308.56,No,Claro,DF,300,278.0,31.5,0.29,0,1,0,9,3.9,0.58,1,0,0,0,1.1,1,0
VIVO-00252-842,Female,0,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),157.63,2019.78,Yes,Vivo,RJ,700,165.8,167.6,34.12,7,4,2,3,1.7,-0.66,6,0,1,3,4.1,1,0
VIVO-00253-323,Male,0,No,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),177.95,9584.61,No,Vivo,SP,500,523.0,38.2,0.11,0,2,0,7,4.6,0.61,1,0,0,0,2.0,0,0
VIVO-00254-158,Male,0,Yes,No,10,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,100.76,1014.75,Yes,Vivo,MG,300,278.7,30.9,1.04,0,0,0,8,4.0,0.51,0,0,0,0,14.2,1,0
VIVO-00255-417,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,147.75,707.31,Yes,Vivo,SP,1000,163.1,270.3,25.4,3,7,1,2,1.2,-0.6,2,0,1,3,1.3,1,0
TIM-00256-554,Male,0,Yes,Yes,22,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,152.74,3276.31,No,TIM,SP,300,278.1,18.8,1.06,0,1,0,7,4.0,0.27,0,0,0,0,13.8,0,0
TIM-00257-719,Male,0,No,No,72,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),139.68,9855.03,No,TIM,SP,100,100.6,37.9,1.17,1,0,0,8,4.8,0.83,1,0,0,0,4.8,1,0
TIM-00258-461,Female,0,No,No,33,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),129.66,4337.81,No,TIM,PE,500,433.7,36.3,0.3,1,0,0,10,4.2,0.51,0,0,0,0,11.7,1,0
CLARO-00259-955,Female,0,No,No,23,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),119.69,2705.83,No,Claro,RJ,100,85.2,16.2,0.33,0,1,0,9,4.4,0.29,0,0,0,0,9.7,1,0
VIVO-00260-161,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),136.85,275.86,Yes,Vivo,BA,700,620.7,30.6,0.3,0,1,0,10,4.8,0.5,0,0,0,0,9.7,1,0
VIVO-00261-179,Female,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),161.35,4271.32,No,Vivo,SP,300,311.6,13.4,0.41,1,0,0,8,4.3,0.33,0,0,0,0,6.1,0,0
VIVO-00262-926,Male,1,No,No,72,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),181.24,13047.89,No,Vivo,SP,1000,954.7,41.8,0.75,0,1,0,7,4.1,0.61,1,0,0,0,15.0,1,0
TIM-00263-680,Female,1,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,46.58,182.77,No,TIM,SC,0,0.0,14.0,0.71,0,0,0,9,4.4,0.84,1,0,0,0,14.6,1,0
VIVO-00264-393,Female,0,No,No,20,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),92.56,1819.01,No,Vivo,DF,100,102.1,36.6,0.06,0,0,0,8,3.9,0.45,0,0,0,0,7.0,1,0
TIM-00265-506,Female,0,Yes,Yes,58,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),150.43,8470.9,Yes,TIM,PE,700,149.8,275.8,34.42,5,7,1,3,1.4,-0.6,2,1,2,3,3.2,0,0
VIVO-00266-155,Male,0,Yes,No,37,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,110.0,3956.64,No,Vivo,RS,500,507.4,16.3,0.81,0,1,0,9,3.8,0.78,1,0,0,0,3.9,0,0
TIM-00267-952,Male,0,No,No,33,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,144.01,4822.88,No,TIM,RJ,500,474.9,36.6,0.19,0,2,0,8,4.8,0.48,1,0,0,0,8.3,1,0
CLARO-00268-391,Female,0,No,No,33,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),120.7,3881.7,Yes,Claro,RJ,300,105.1,215.7,29.76,6,10,2,1,2.2,-0.65,2,1,2,3,10.6,0,0
VIVO-00269-483,Male,0,Yes,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.58,291.69,No,Vivo,MG,0,0.0,12.8,0.96,0,1,0,9,4.2,0.31,0,0,0,0,5.9,1,0
TIM-00270-539,Male,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),144.78,1279.25,No,TIM,RJ,500,484.3,25.1,0.77,0,0,0,5,3.9,0.45,0,0,0,0,3.6,0,0
VIVO-00271-648,Male,0,No,No,46,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,141.12,6337.46,No,Vivo,DF,500,508.8,26.8,0.47,0,0,0,7,3.9,0.82,0,0,0,0,12.1,1,0
VIVO-00272-282,Male,1,Yes,Yes,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,187.47,8491.73,No,Vivo,RJ,700,726.6,18.6,0.89,0,0,0,6,4.2,0.56,0,0,0,0,2.9,1,0
CLARO-00273-834,Female,0,Yes,No,56,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),94.11,5017.7,No,Claro,SP,100,85.7,13.9,0.24,0,0,0,8,4.8,0.62,1,0,0,0,11.9,1,0
VIVO-00274-772,Female,0,No,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),213.96,13869.47,No,Vivo,SP,1000,964.8,36.2,0.82,1,1,0,8,4.8,0.33,0,0,0,0,6.8,1,0
CLARO-00275-342,Male,0,No,No,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),26.52,518.74,No,Claro,SP,0,0.0,39.5,0.09,1,1,0,7,4.8,0.67,0,0,0,0,9.2,1,0
CLARO-00276-565,Female,0,No,No,19,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),139.13,2657.78,Yes,Claro,RS,300,296.3,28.1,0.06,1,0,1,7,3.9,0.4,0,0,0,0,13.9,1,0
VIVO-00277-426,Male,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,133.91,5674.94,Yes,Vivo,SP,500,172.1,285.5,14.54,7,7,1,0,2.5,-0.92,2,0,2,3,11.4,1,0
VIVO-00278-419,Female,0,No,No,29,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),181.56,5032.96,No,Vivo,SP,1000,898.1,38.3,0.91,0,1,0,7,4.6,0.49,0,0,0,0,7.5,1,0
VIVO-00279-379,Female,1,No,No,33,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,130.71,4202.72,Yes,Vivo,MG,700,162.8,160.1,22.37,5,10,4,3,1.2,-0.55,4,0,1,3,0.0,1,0
TIM-00280-737,Female,0,No,No,44,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,180.01,7815.64,No,TIM,SP,700,676.6,29.8,1.16,1,0,0,7,4.8,0.57,1,0,0,0,1.4,1,0
TIM-00281-563,Female,0,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,149.24,8705.35,No,TIM,RJ,700,625.8,16.4,0.52,0,2,0,7,4.5,0.65,0,0,0,0,1.6,1,0
CLARO-00282-657,Female,0,No,No,11,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),131.74,1444.07,No,Claro,SP,700,635.4,41.0,0.96,0,2,0,9,4.4,0.3,1,0,0,0,12.0,1,0
VIVO-00283-389,Male,1,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),131.52,1695.73,Yes,Vivo,RJ,700,725.6,20.7,0.09,1,0,0,8,4.3,0.79,1,0,0,0,13.1,0,0
VIVO-00284-886,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),167.46,330.18,Yes,Vivo,MG,500,427.8,24.6,0.52,0,0,1,8,4.7,0.6,0,0,0,0,8.5,1,0
TIM-00285-502,Male,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),199.93,4560.57,No,TIM,RS,300,299.4,18.2,0.22,0,0,0,9,4.8,0.4,0,0,0,0,1.7,1,0
CLARO-00286-223,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),122.75,120.85,No,Claro,RJ,1000,981.5,17.5,0.99,0,0,0,8,4.4,0.39,0,0,0,0,10.5,1,0
CLARO-00287-535,Male,1,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,46.24,768.27,Yes,Claro,RS,0,0.0,26.0,0.88,2,0,1,8,4.8,0.53,0,0,0,0,5.3,0,0
VIVO-00288-832,Male,0,No,No,21,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),88.94,1804.62,No,Vivo,DF,100,86.4,29.5,1.0,0,0,0,7,4.6,0.52,0,0,0,0,11.9,1,0
TIM-00289-845,Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),137.01,1189.0,No,TIM,DF,700,623.2,25.1,0.38,0,0,0,10,4.0,0.58,0,0,0,0,5.4,1,0
CLARO-00290-173,Female,0,No,No,25,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),111.34,2714.06,No,Claro,SP,100,95.0,27.5,0.17,0,0,0,7,4.8,0.39,1,0,0,0,4.3,1,0
VIVO-00291-630,Female,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,171.5,171.8,No,Vivo,DF,300,303.3,13.9,0.62,1,0,0,10,4.8,0.42,0,0,0,0,7.2,1,0
TIM-00292-206,Male,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,152.51,147.43,Yes,TIM,SP,300,288.0,15.8,0.86,0,0,0,9,4.9,0.43,0,0,0,0,6.2,0,0
TIM-00293-649,Male,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),177.16,8237.75,Yes,TIM,MG,300,118.2,153.2,27.04,7,7,4,2,2.4,-0.52,4,0,1,1,5.2,1,0
TIM-00294-597,Female,1,No,No,12,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,102.27,1183.55,No,TIM,RJ,50,50.8,20.3,0.49,0,0,0,9,4.4,0.76,0,0,0,0,0.8,1,0
CLARO-00295-456,Male,0,No,No,3,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,126.29,379.7,No,Claro,SP,50,51.1,33.6,0.83,0,2,0,9,4.5,0.54,0,0,0,0,0.2,0,0
TIM-00296-187,Male,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,181.6,3520.61,No,TIM,SP,300,258.5,37.3,0.3,0,2,0,9,4.2,0.24,0,0,0,0,9.5,1,0
CLARO-00297-150,Male,1,Yes,No,41,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,108.7,4241.57,No,Claro,RJ,50,43.3,27.2,0.18,0,0,0,10,4.6,0.25,0,0,0,0,14.6,0,0
VIVO-00298-401,Male,0,Yes,No,6,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),112.96,668.56,No,Vivo,SP,100,97.6,29.0,1.2,2,1,0,7,4.9,0.72,0,0,0,0,8.6,0,0
VIVO-00299-918,Female,0,Yes,No,27,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),127.53,3508.14,No,Vivo,RS,300,279.5,28.1,0.94,0,0,0,8,4.1,0.4,0,0,0,0,11.6,0,0
TIM-00300-115,Male,1,Yes,No,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,191.7,388.67,No,TIM,PR,1000,1014.9,20.8,0.44,0,0,0,7,4.7,0.25,1,0,0,0,6.5,0,0
